mysql> select * from Dates_D;
+---------+------------+-----------+-------------+--------------+-------------+--------------+------------+---------+--------------+-----------+---------------+-----------------+------+
| date_id | date       | day       | day_of_week | day_of_month | day_of_year | previous_day | next_day   | weekend | week_of_year | month     | month_of_year | quarter_of_year | year |
|    3980 | 2020-11-24 | Tuesday   |           3 |           24 |         329 | 2020-11-23   | 2020-11-25 | Weekday | 47           | November  | 11            |               4 | 2020 |
|    3981 | 2020-11-25 | Wednesday |           4 |           25 |         330 | 2020-11-24   | 2020-11-26 | Weekday | 47           | November  | 11            |               4 | 2020 |
|    3982 | 2020-11-26 | Thursday  |           5 |           26 |         331 | 2020-11-25   | 2020-11-27 | Weekday | 47           | November  | 11            |               4 | 2020 |
|    3983 | 2020-11-27 | Friday    |           6 |           27 |         332 | 2020-11-26   | 2020-11-28 | Weekday | 47           | November  | 11            |               4 | 2020 |
|    3984 | 2020-11-28 | Saturday  |           7 |           28 |         333 | 2020-11-27   | 2020-11-29 | Weekend | 47           | November  | 11            |               4 | 2020 |
|    3985 | 2020-11-29 | Sunday    |           1 |           29 |         334 | 2020-11-28   | 2020-11-30 | Weekend | 48           | November  | 11            |               4 | 2020 |
|    3986 | 2020-11-30 | Monday    |           2 |           30 |         335 | 2020-11-29   | 2020-12-01 | Weekday | 48           | November  | 11            |               4 | 2020 |
|    3987 | 2020-12-01 | Tuesday   |           3 |            1 |         336 | 2020-11-30   | 2020-12-02 | Weekday | 48           | December  | 12            |               4 | 2020 |
|    3988 | 2020-12-02 | Wednesday |           4 |            2 |         337 | 2020-12-01   | 2020-12-03 | Weekday | 48           | December  | 12            |               4 | 2020 |
|    3989 | 2020-12-03 | Thursday  |           5 |            3 |         338 | 2020-12-02   | 2020-12-04 | Weekday | 48           | December  | 12            |               4 | 2020 |
|    3990 | 2020-12-04 | Friday    |           6 |            4 |         339 | 2020-12-03   | 2020-12-05 | Weekday | 48           | December  | 12            |               4 | 2020 |
|    3991 | 2020-12-05 | Saturday  |           7 |            5 |         340 | 2020-12-04   | 2020-12-06 | Weekend | 48           | December  | 12            |               4 | 2020 |
|    3992 | 2020-12-06 | Sunday    |           1 |            6 |         341 | 2020-12-05   | 2020-12-07 | Weekend | 49           | December  | 12            |               4 | 2020 |
|    3993 | 2020-12-07 | Monday    |           2 |            7 |         342 | 2020-12-06   | 2020-12-08 | Weekday | 49           | December  | 12            |               4 | 2020 |
|    3994 | 2020-12-08 | Tuesday   |           3 |            8 |         343 | 2020-12-07   | 2020-12-09 | Weekday | 49           | December  | 12            |               4 | 2020 |
|    3995 | 2020-12-09 | Wednesday |           4 |            9 |         344 | 2020-12-08   | 2020-12-10 | Weekday | 49           | December  | 12            |               4 | 2020 |
|    3996 | 2020-12-10 | Thursday  |           5 |           10 |         345 | 2020-12-09   | 2020-12-11 | Weekday | 49           | December  | 12            |               4 | 2020 |
|    3997 | 2020-12-11 | Friday    |           6 |           11 |         346 | 2020-12-10   | 2020-12-12 | Weekday | 49           | December  | 12            |               4 | 2020 |
|    3998 | 2020-12-12 | Saturday  |           7 |           12 |         347 | 2020-12-11   | 2020-12-13 | Weekend | 49           | December  | 12            |               4 | 2020 |
|    3999 | 2020-12-13 | Sunday    |           1 |           13 |         348 | 2020-12-12   | 2020-12-14 | Weekend | 50           | December  | 12            |               4 | 2020 |
|    4000 | 2020-12-14 | Monday    |           2 |           14 |         349 | 2020-12-13   | 2020-12-15 | Weekday | 50           | December  | 12            |               4 | 2020 |
|    4001 | 2020-12-15 | Tuesday   |           3 |           15 |         350 | 2020-12-14   | 2020-12-16 | Weekday | 50           | December  | 12            |               4 | 2020 |
|    4002 | 2020-12-16 | Wednesday |           4 |           16 |         351 | 2020-12-15   | 2020-12-17 | Weekday | 50           | December  | 12            |               4 | 2020 |
|    4003 | 2020-12-17 | Thursday  |           5 |           17 |         352 | 2020-12-16   | 2020-12-18 | Weekday | 50           | December  | 12            |               4 | 2020 |
|    4004 | 2020-12-18 | Friday    |           6 |           18 |         353 | 2020-12-17   | 2020-12-19 | Weekday | 50           | December  | 12            |               4 | 2020 |
|    4005 | 2020-12-19 | Saturday  |           7 |           19 |         354 | 2020-12-18   | 2020-12-20 | Weekend | 50           | December  | 12            |               4 | 2020 |
|    4006 | 2020-12-20 | Sunday    |           1 |           20 |         355 | 2020-12-19   | 2020-12-21 | Weekend | 51           | December  | 12            |               4 | 2020 |
|    4007 | 2020-12-21 | Monday    |           2 |           21 |         356 | 2020-12-20   | 2020-12-22 | Weekday | 51           | December  | 12            |               4 | 2020 |
|    4008 | 2020-12-22 | Tuesday   |           3 |           22 |         357 | 2020-12-21   | 2020-12-23 | Weekday | 51           | December  | 12            |               4 | 2020 |
|    4009 | 2020-12-23 | Wednesday |           4 |           23 |         358 | 2020-12-22   | 2020-12-24 | Weekday | 51           | December  | 12            |               4 | 2020 |
|    4010 | 2020-12-24 | Thursday  |           5 |           24 |         359 | 2020-12-23   | 2020-12-25 | Weekday | 51           | December  | 12            |               4 | 2020 |
|    4011 | 2020-12-25 | Friday    |           6 |           25 |         360 | 2020-12-24   | 2020-12-26 | Weekday | 51           | December  | 12            |               4 | 2020 |
|    4012 | 2020-12-26 | Saturday  |           7 |           26 |         361 | 2020-12-25   | 2020-12-27 | Weekend | 51           | December  | 12            |               4 | 2020 |
|    4013 | 2020-12-27 | Sunday    |           1 |           27 |         362 | 2020-12-26   | 2020-12-28 | Weekend | 52           | December  | 12            |               4 | 2020 |
|    4014 | 2020-12-28 | Monday    |           2 |           28 |         363 | 2020-12-27   | 2020-12-29 | Weekday | 52           | December  | 12            |               4 | 2020 |
|    4015 | 2020-12-29 | Tuesday   |           3 |           29 |         364 | 2020-12-28   | 2020-12-30 | Weekday | 52           | December  | 12            |               4 | 2020 |
|    4016 | 2020-12-30 | Wednesday |           4 |           30 |         365 | 2020-12-29   | 2020-12-31 | Weekday | 52           | December  | 12            |               4 | 2020 |
|    4017 | 2020-12-31 | Thursday  |           5 |           31 |         366 | 2020-12-30   | 2021-01-01 | Weekday | 52           | December  | 12            |               4 | 2020 |
|    4018 | 2021-01-01 | Friday    |           6 |            1 |           1 | 2020-12-31   | 2021-01-02 | Weekday | 52           | January   | 01            |               1 | 2021 |
|    4019 | 2021-01-02 | Saturday  |           7 |            2 |           2 | 2021-01-01   | 2021-01-03 | Weekend | 52           | January   | 01            |               1 | 2021 |
|    4020 | 2021-01-03 | Sunday    |           1 |            3 |           3 | 2021-01-02   | 2021-01-04 | Weekend | 01           | January   | 01            |               1 | 2021 |
|    4021 | 2021-01-04 | Monday    |           2 |            4 |           4 | 2021-01-03   | 2021-01-05 | Weekday | 01           | January   | 01            |               1 | 2021 |
|    4022 | 2021-01-05 | Tuesday   |           3 |            5 |           5 | 2021-01-04   | 2021-01-06 | Weekday | 01           | January   | 01            |               1 | 2021 |
|    4023 | 2021-01-06 | Wednesday |           4 |            6 |           6 | 2021-01-05   | 2021-01-07 | Weekday | 01           | January   | 01            |               1 | 2021 |
|    4024 | 2021-01-07 | Thursday  |           5 |            7 |           7 | 2021-01-06   | 2021-01-08 | Weekday | 01           | January   | 01            |               1 | 2021 |
|    4025 | 2021-01-08 | Friday    |           6 |            8 |           8 | 2021-01-07   | 2021-01-09 | Weekday | 01           | January   | 01            |               1 | 2021 |
|    4026 | 2021-01-09 | Saturday  |           7 |            9 |           9 | 2021-01-08   | 2021-01-10 | Weekend | 01           | January   | 01            |               1 | 2021 |
|    4027 | 2021-01-10 | Sunday    |           1 |           10 |          10 | 2021-01-09   | 2021-01-11 | Weekend | 02           | January   | 01            |               1 | 2021 |
|    4028 | 2021-01-11 | Monday    |           2 |           11 |          11 | 2021-01-10   | 2021-01-12 | Weekday | 02           | January   | 01            |               1 | 2021 |
|    4029 | 2021-01-12 | Tuesday   |           3 |           12 |          12 | 2021-01-11   | 2021-01-13 | Weekday | 02           | January   | 01            |               1 | 2021 |
|    4030 | 2021-01-13 | Wednesday |           4 |           13 |          13 | 2021-01-12   | 2021-01-14 | Weekday | 02           | January   | 01            |               1 | 2021 |
|    4031 | 2021-01-14 | Thursday  |           5 |           14 |          14 | 2021-01-13   | 2021-01-15 | Weekday | 02           | January   | 01            |               1 | 2021 |
|    4032 | 2021-01-15 | Friday    |           6 |           15 |          15 | 2021-01-14   | 2021-01-16 | Weekday | 02           | January   | 01            |               1 | 2021 |
|    4033 | 2021-01-16 | Saturday  |           7 |           16 |          16 | 2021-01-15   | 2021-01-17 | Weekend | 02           | January   | 01            |               1 | 2021 |
|    4034 | 2021-01-17 | Sunday    |           1 |           17 |          17 | 2021-01-16   | 2021-01-18 | Weekend | 03           | January   | 01            |               1 | 2021 |
|    4035 | 2021-01-18 | Monday    |           2 |           18 |          18 | 2021-01-17   | 2021-01-19 | Weekday | 03           | January   | 01            |               1 | 2021 |
|    4036 | 2021-01-19 | Tuesday   |           3 |           19 |          19 | 2021-01-18   | 2021-01-20 | Weekday | 03           | January   | 01            |               1 | 2021 |
|    4037 | 2021-01-20 | Wednesday |           4 |           20 |          20 | 2021-01-19   | 2021-01-21 | Weekday | 03           | January   | 01            |               1 | 2021 |
|    4038 | 2021-01-21 | Thursday  |           5 |           21 |          21 | 2021-01-20   | 2021-01-22 | Weekday | 03           | January   | 01            |               1 | 2021 |
|    4039 | 2021-01-22 | Friday    |           6 |           22 |          22 | 2021-01-21   | 2021-01-23 | Weekday | 03           | January   | 01            |               1 | 2021 |
|    4040 | 2021-01-23 | Saturday  |           7 |           23 |          23 | 2021-01-22   | 2021-01-24 | Weekend | 03           | January   | 01            |               1 | 2021 |
|    4041 | 2021-01-24 | Sunday    |           1 |           24 |          24 | 2021-01-23   | 2021-01-25 | Weekend | 04           | January   | 01            |               1 | 2021 |
